transaction_id,card_number,card_type,expiration_date,cvv,card_holder_name,billing_address,billing_city,billing_state,billing_postal_code,billing_country,transaction_amount,transaction_date,merchant_name,merchant_category,transaction_description,transaction_type,currency_code,exchange_rate,conversion_amount,conversion_date,transaction_status,authorization_code,payment_gateway,transaction_reference_number,customer_name,customer_email,customer_phone,customer_address,customer_city,customer_state,customer_postal_code
461,6759267967522514572,Mastercard,5/18/2027,160,Lew Watkiss,80441 La Follette Terrace,Stockholm,AB,141 99,Sweden,2809.72,5/14/2025,Brainverse,Travel,eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc,Refund,SEK,1.1311,8001.33,3/1/2026,Approved,magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus,Jaxworks,in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet,Donall Canniffe,dcanniffecs@example.com,816-728-8698,81 Rutledge Center,Itapemirim,,29330-000
462,3554067160186642,American Express,4/16/2022,964,Cass Mayor,65 Bunker Hill Junction,Khāngāh Dogrān,,39250,Pakistan,5303.46,1/27/2025,Gabspot,Travel,luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus,Refund,PKR,0.8196,6802.91,7/31/2029,Declined,magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede,Yozio,amet turpis elementum ligula vehicula consequat morbi a ipsum integer a,Traver Chaffey,tchaffeyct@multiply.com,598-441-9559,48 Rockefeller Plaza,Dinskaya,,353226
463,3588050375401642,Mastercard,7/16/2023,293,Prudence Klemt,5 Golden Leaf Lane,Zolotyy Potik,,,Ukraine,3628.12,3/29/2024,Dabvine,Retail,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet,Cash Advance,UAH,0.5049,9564.29,5/7/2027,Approved,nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat,Geba,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia,Conan Oats,coatscu@umn.edu,119-480-8001,67690 Coleman Way,Bolotnoye,,633343
464,3561308929179168,Visa,12/4/2023,117,Shanan Dexter,03 Troy Hill,Linfen,,,China,3963.54,6/24/2024,Brainsphere,Entertainment,curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia,Cash Advance,CNY,0.628,8296.88,4/18/2022,Pending,vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis,Youtags,accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit,Osborn Morillas,omorillascv@meetup.com,689-727-9217,878 Messerschmidt Drive,El Progreso,OAX,68451
465,5010129168964637,American Express,5/14/2030,814,Denver Murfill,70844 Sundown Trail,La Curva,,,Peru,6038.24,1/23/2029,Teklist,Retail,ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit,Refund,PEN,0.6596,1224.24,7/9/2027,Approved,diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo,Wordpedia,curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor,Powell Jahnisch,pjahnischcw@yolasite.com,324-221-2197,8 Pine View Point,Desakolot,,
466,6394971567748879,Visa,4/13/2029,890,Rafael Swate,6419 Lakeland Lane,Taloko,,,Indonesia,7961.61,3/12/2029,Meedoo,Retail,nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla,Cash Advance,IDR,1.2709,5187.1,7/15/2023,Declined,convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque,Quinu,montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis,Caralie von Grollmann,cvoncx@cargocollective.com,142-804-5226,724 Shasta Street,Gedaliang,,
467,3547513352318105,American Express,11/22/2024,705,Paulo Wren,806 Ilene Road,Nova Prata,,95320-000,Brazil,6395.54,5/19/2025,Wordify,Dining,est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl,Refund,BRL,0.7577,2531.36,3/2/2026,Declined,consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim,Aivee,mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque,Loren Buntin,lbuntincy@illinois.edu,350-980-7979,1340 Sundown Junction,Soubré,,
468,6759654291352304,Mastercard,6/18/2025,358,Claudian Wolsey,301 Lakeland Court,Novo-Peredelkino,,143015,Russia,2386.93,11/7/2026,Meevee,Entertainment,sodales sed tincidunt eu felis fusce posuere felis sed lacus,Refund,RUB,0.7273,7691.16,7/3/2026,Declined,ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque,Browsetype,elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus,Bondy Pionter,bpiontercz@springer.com,177-847-3224,0306 Redwing Circle,Sanjia,,
469,4936780026024647614,Mastercard,7/13/2029,507,Tyson Parkyn,129 Harbort Avenue,Karangasem,,,Indonesia,3301.03,12/5/2027,Oyoyo,Dining,sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc,Refund,IDR,1.3469,7569.67,10/15/2028,Declined,nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in,Zooxo,ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id,Brandice Milbank,bmilbankd0@fotki.com,213-497-9742,85 Goodland Pass,Hualingang,,
470,3587063972291747,American Express,9/18/2028,243,Tommi Braznell,5360 Schmedeman Street,Gbarnga,,,Liberia,4739.95,9/18/2029,Ailane,Retail,sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero,Refund,LRD,1.5272,8504.85,12/4/2024,Declined,non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse,Skippad,sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut,Dixie Fliege,dflieged1@usatoday.com,553-399-6864,23386 Arapahoe Road,Wuqiao,,
471,201723347919197,Visa,4/20/2025,701,Jermaine Pindell,699 Hauk Place,Erími,,,Cyprus,756.55,12/30/2024,Zoomlounge,Dining,ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla,Cash Advance,EUR,1.3582,1663.38,11/24/2025,Pending,proin at turpis a pede posuere nonummy integer non velit donec diam neque,Zoombeat,nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem,Nicolette Ulrik,nulrikd2@ehow.com,176-496-9500,91954 Lillian Pass,Malo,,
472,5440563531444317,Visa,10/7/2029,209,Lindi Gilder,6216 Golf Parkway,Veldhoven,06,5509,Netherlands,5892.45,9/11/2029,Oyope,Entertainment,ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec,Cash Advance,EUR,0.534,3576.12,3/14/2030,Approved,lobortis vel dapibus at diam nam tristique tortor eu pede,Trilith,convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus,Ginnie Kumar,gkumard3@desdev.cn,858-401-7619,8 Pawling Place,Sunnyvale,CA,94089
473,374288692707796,Visa,5/17/2030,562,Gratiana Pigny,56784 Heath Court,Mutum,,36955-000,Brazil,7855.41,4/11/2026,Yotz,Travel,potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus,Cash Advance,BRL,1.4303,200.55,1/12/2026,Declined,velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis,Blognation,non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut,Pierson Roach,proachd4@blogs.com,115-121-9034,1 Forest Dale Avenue,Ponggeok,,
474,3574157872537533,Mastercard,10/23/2024,163,Catriona Swatradge,4938 Ridge Oak Court,Clifden,,H71,Ireland,5895.97,1/13/2029,Mudo,Dining,rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit,Cash Advance,EUR,1.8337,7263.06,3/31/2023,Pending,lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque,Photolist,vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan,Eunice Prior,epriord5@unc.edu,639-224-3946,8140 Dixon Place,Kagawasan,,7036
475,3535105328092635,Visa,10/9/2023,810,Frances Bagwell,1019 Heath Court,Liang,,,Indonesia,733.31,4/26/2025,Zoonder,Dining,vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla,Cash Advance,IDR,1.2565,2449.35,5/28/2028,Pending,imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium,Quatz,in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur,Gerhardt Cotta,gcottad6@businessweek.com,897-789-3737,08 Acker Drive,Xiaoguwei,,
476,30169094936074,Mastercard,5/6/2024,373,Gavra Inworth,8 Starling Pass,Saguenay,QC,G7K,Canada,8642.02,10/15/2028,Vidoo,Travel,sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie,Purchase,CAD,1.6705,8666.57,12/4/2028,Pending,lorem ipsum dolor sit amet consectetuer adipiscing elit proin risus praesent lectus,Edgeblab,consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla,Heloise Croxon,hcroxond7@123-reg.co.uk,643-604-4673,17 Carioca Drive,Tunis,,
477,5602225109193833,American Express,12/17/2029,897,Marylou Mawman,8 Nelson Terrace,Xinquan,,,China,6991.35,8/17/2028,Mynte,Retail,in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat,Refund,CNY,1.9862,2270.6,5/20/2027,Pending,sit amet cursus id turpis integer aliquet massa id lobortis,Eare,nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum,Erina Gogie,egogied8@comsenz.com,125-109-1068,2 Kingsford Alley,San Antonio,,735538
478,3558454537446576,American Express,2/17/2024,383,Allard Gillman,16782 Ridgeway Trail,Pointe-à-Pitre,GP,97159 CEDEX,Guadeloupe,739.46,9/28/2027,Oba,Travel,vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere,Purchase,EUR,1.3916,6371.99,7/30/2024,Pending,vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac,Gigabox,congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget,Nickie Dranfield,ndranfieldd9@imdb.com,910-995-4075,15 Bartillon Drive,La Charité-sur-Loire,A1,58404 CEDEX
479,6333482527000880094,Mastercard,5/26/2029,337,Maggee Iorizzo,6796 Porter Parkway,Alvesta,G,342 80,Sweden,6255.94,8/21/2030,Twitterlist,Retail,a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam,Refund,SEK,1.3595,6964.25,10/18/2029,Declined,purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient,Brightdog,velit eu est congue elementum in hac habitasse platea dictumst morbi,Thornie Cervantes,tcervantesda@wikipedia.org,132-359-4928,60966 Knutson Road,Hualgayoc,,
480,201655396791970,American Express,9/24/2024,539,Jud Dimitru,0 Ridge Oak Parkway,Fuwayriţ,,,Qatar,9989.34,11/22/2029,Mycat,Entertainment,molestie lorem quisque ut erat curabitur gravida nisi at nibh,Refund,QAR,0.9848,8351.49,5/15/2023,Pending,lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis,Devpoint,mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim,Etan Pietesch,epieteschdb@digg.com,879-707-6747,9032 Heffernan Parkway,Baishuitan,,
481,3561162431143810,American Express,5/12/2022,675,Patrizio Cattellion,76118 Graedel Alley,Heshengbao,,,China,7470.84,2/7/2023,Tagfeed,Dining,platea dictumst etiam faucibus cursus urna ut tellus nulla ut,Purchase,CNY,1.0509,1432.31,10/21/2030,Pending,pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta,Mydeo,volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet,Carlie Gristock,cgristockdc@forbes.com,730-401-8580,10 Warbler Circle,Hendaye,97,64704 CEDEX
482,560225476583712405,Mastercard,10/13/2030,632,Margo Trahear,54428 Morningstar Junction,Shabqadar,,45401,Pakistan,3520.12,2/17/2026,Tanoodle,Retail,nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor,Cash Advance,PKR,1.8774,34.89,6/6/2024,Declined,et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum,Avavee,convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo,Vivi Britzius,vbritziusdd@oracle.com,188-415-5749,6037 Onsgard Way,Miskindzha,,368757
483,3578240457755500,Mastercard,10/3/2022,674,Pooh Berns,5 Luster Lane,Cachan,A8,94234 CEDEX,France,4525.52,8/12/2026,Ailane,Retail,nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula,Cash Advance,EUR,1.1354,311.92,1/27/2030,Pending,consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius,Eare,felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam,Mikaela MacLure,mmaclurede@xrea.com,794-771-5293,1842 Oak Valley Terrace,Banī Walīd,,
484,4175006028078390,American Express,11/28/2024,801,Billie Duiged,526 Morningstar Trail,Campo Verde,,78840-000,Brazil,4419.97,2/15/2028,Edgeblab,Travel,curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et,Purchase,BRL,1.6703,3777.9,11/28/2026,Pending,diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis,Browsedrive,lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh,Donica Trayford,dtrayforddf@aol.com,682-474-3619,2 Anthes Drive,Ccuntuma,,
485,3569544617944859,American Express,9/4/2027,959,Di Glassard,26791 Old Gate Center,Grand Junction,CO,81505,United States,9579.27,8/15/2027,Feedfish,Travel,ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque,Purchase,USD,0.9393,1177.72,5/22/2023,Declined,gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras,Twiyo,molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum,Thorndike Chamberlen,tchamberlendg@wikipedia.org,970-631-2990,28221 Harper Trail,Kota Kinabalu,SBH,88778
486,36016472549777,Visa,11/19/2026,949,Alidia Kelbie,209 Eggendart Terrace,Paprotnia,,08-107,Poland,3123.35,7/16/2025,Feedfish,Entertainment,arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis,Refund,PLN,1.9726,3987.63,9/12/2022,Approved,cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis,Dabjam,integer ac neque duis bibendum morbi non quam nec dui,Goldina Kinnen,gkinnendh@indiatimes.com,984-229-7070,8 Blackbird Alley,Tashtagol,,652993
487,4405450059896464,American Express,12/20/2024,560,Marquita Shaudfurth,82 Drewry Way,Zabłocie,,43-523,Poland,6433.34,7/17/2028,Realcube,Travel,odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas,Cash Advance,PLN,0.9044,8205.88,3/24/2027,Approved,mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl,Jaxspan,sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras,Tildi Ettridge,tettridgedi@skyrock.com,408-204-8596,18 Barnett Center,Magumeri,,
488,503821760168344678,Mastercard,6/2/2030,397,Joyan Magrane,12 Jenifer Plaza,Kazanlŭk,,6165,Bulgaria,2713.21,4/18/2030,Vipe,Travel,nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet,Cash Advance,BGN,1.2456,4613.57,7/27/2023,Declined,convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum,Fatz,luctus et ultrices posuere cubilia curae nulla dapibus dolor vel,Pearla Dyde,pdydedj@howstuffworks.com,697-577-2777,5 Division Lane,Hradec Králové,,500 02
489,3572896230904156,Visa,3/13/2027,571,Cullen Tobin,161 Badeau Alley,Mulhouse,C1,68092 CEDEX 2,France,1958.47,9/3/2024,Skinix,Dining,dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum,Refund,EUR,0.7734,6509.55,9/5/2026,Pending,mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis,Edgepulse,a libero nam dui proin leo odio porttitor id consequat in,Corrina Bellanger,cbellangerdk@godaddy.com,194-404-0822,5845 Sycamore Court,Bibai,,879-0444
490,3569467349764017,Visa,4/15/2026,158,Buck Fursland,55694 Miller Parkway,Huayuanli,,,China,2653.05,9/27/2024,Buzzdog,Travel,non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis,Refund,CNY,1.9982,7158.74,6/14/2030,Declined,sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl,Camimbo,nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper,Marthena Dunsmore,mdunsmoredl@cnet.com,156-246-8403,0 Carioca Circle,Quinipot,,2505
491,4917798273991870,Mastercard,2/22/2024,354,Mimi Chopin,949 Old Gate Road,Qal‘eh Ganj,,,Iran,6113.54,9/6/2027,Vinte,Travel,id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit,Refund,IRR,1.9645,9076.51,3/4/2028,Pending,proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate,Innojam,primis in faucibus orci luctus et ultrices posuere cubilia curae,Amanda Craighill,acraighilldm@umn.edu,289-983-3751,8505 Oneill Trail,Všestary,,503 12
492,374622707387071,Visa,12/3/2022,895,Jo Canas,28 Veith Crossing,Rogóźno,,86-318,Poland,7617.82,6/3/2024,Trilia,Travel,sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla,Purchase,PLN,1.5549,6359.89,7/18/2028,Declined,a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur,Muxo,curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel,Moore Kellick,mkellickdn@squarespace.com,413-645-1360,0268 Northridge Crossing,Log pri Brezovici,,1358
493,6304085937052547,Mastercard,1/7/2023,238,Lyell Hartless,9 Colorado Circle,Vanderhoof,BC,G9A,Canada,3303.53,2/22/2027,Eimbee,Dining,amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum,Purchase,CAD,1.9044,2459.88,1/12/2027,Approved,pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel,Midel,fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam,Morrie Gillinghams,mgillinghamsdo@washingtonpost.com,347-791-1249,5 Superior Crossing,Talisayan,,9012
494,3553561605266382,Mastercard,11/24/2022,285,Matthus Beadell,48599 Butterfield Court,Liješnica,,,Bosnia and Herzegovina,5487.83,2/10/2027,Linkbridge,Retail,augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices,Refund,BAM,1.6887,3647.68,10/29/2023,Pending,ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer,Latz,justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus,Bendicty Labbez,blabbezdp@businessinsider.com,588-426-8025,924 Susan Street,Ādīs Zemen,,
495,30232480880783,Mastercard,2/16/2026,625,Ced Haborn,7 Mitchell Street,Terny,,,Ukraine,1995.28,9/10/2023,Demivee,Entertainment,morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus,Purchase,UAH,1.8186,2752.9,12/8/2028,Declined,ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec,Realfire,id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi,Carissa McKoy,cmckoydq@plala.or.jp,171-660-3681,74259 Laurel Lane,Rawuk,,
496,30316255551099,American Express,5/29/2030,982,Jocelin McNickle,917 Mosinee Place,Huanxi,,,China,5625.4,9/9/2022,Realcube,Dining,erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis,Purchase,CNY,0.8079,860.5,12/4/2027,Approved,dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia,Avaveo,vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget,Clemence Klejna,cklejnadr@xrea.com,697-652-7260,603 Dwight Alley,Heshang,,
497,3548528437532354,American Express,2/1/2025,737,Adella Sambiedge,45 Bayside Parkway,Vityazevo,,353421,Russia,1906.53,7/18/2030,DabZ,Dining,nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus,Cash Advance,RUB,1.9228,4381.1,3/16/2024,Approved,a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem,Latz,dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis,Mair Manders,mmandersds@oaic.gov.au,881-929-3030,6 Barnett Hill,Rancasadang,,
498,4917573820339067,American Express,5/6/2028,134,Shaun Wakelam,47 Hoard Junction,Shuangcheng,,,China,2502.7,6/16/2026,Realbuzz,Dining,tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse,Purchase,CNY,1.1024,6619.85,8/25/2026,Approved,pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus,Tekfly,euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula,Maurene Bahike,mbahikedt@yale.edu,471-415-8385,7836 Boyd Place,Łopuszna,,34-432
499,5575980137896996,American Express,7/4/2029,967,Yettie Ianittello,168 Green Hill,Qinghaihu,,,China,8124.19,5/18/2024,Quamba,Travel,quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae,Purchase,CNY,1.4349,463.82,3/27/2022,Pending,massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu,Skynoodle,duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla,Fitzgerald MacIver,fmaciverdu@facebook.com,463-996-4025,8 Waubesa Parkway,Loudun,B7,86206 CEDEX
500,5007668947087355,Visa,5/14/2022,419,Dallis Hearons,56 Weeping Birch Lane,Boafeo,,,Indonesia,5541.17,4/24/2022,Meezzy,Travel,aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante,Purchase,IDR,0.8294,6772.2,9/12/2023,Approved,vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue,Lazzy,interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien,Denys Barlie,dbarliedv@quantcast.com,205-442-8603,0569 Morningstar Road,Agía Paraskeví,,
501,5610703299537106378,American Express,2/11/2026,149,Arni Pinkney,7925 Mandrake Court,Fresnes,A8,94269 CEDEX,France,960.8,6/28/2029,Meemm,Travel,consequat lectus in est risus auctor sed tristique in tempus sit,Cash Advance,EUR,1.1419,535.25,1/10/2027,Approved,velit eu est congue elementum in hac habitasse platea dictumst,Kanoodle,aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut,Aubrey Cowsby,acowsbydw@biblegateway.com,814-732-2339,13 Autumn Leaf Terrace,Sergiyev Posad,,141309
502,30226137223249,Visa,3/10/2029,735,Branden Blowick,4 Norway Maple Point,Oslo,03,0102,Norway,1496.27,2/17/2027,Demizz,Entertainment,ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras,Purchase,NOK,1.9486,5403.5,8/15/2025,Declined,varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non,Minyx,ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non,Tyne Lloyds,tlloydsdx@wsj.com,747-996-3153,1 Ridgeway Court,Savyon,,
503,67094040510922737,Mastercard,5/6/2023,215,Moina Nigh,1 Tomscot Hill,Katur,,,Indonesia,3577.41,6/23/2025,Minyx,Dining,ornare consequat lectus in est risus auctor sed tristique in tempus,Refund,IDR,1.4699,5128.98,11/3/2028,Declined,nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate,Yakijo,erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo,Jenica Serman,jsermandy@washingtonpost.com,298-298-8871,915 Prairieview Trail,Kakata,,
504,6393972297914295,Mastercard,11/4/2026,328,Antonina Kelston,922 Sachs Avenue,Qunsheng,,,China,9415.44,10/25/2024,Photobug,Retail,vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in,Refund,CNY,1.1901,1615.7,4/19/2027,Declined,nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed,Talane,porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in,Greggory Freeth,gfreethdz@bravesites.com,181-571-0212,28220 Helena Junction,Liuzhi,,
505,201950581034967,American Express,12/13/2026,403,Sella Ure,749 Old Shore Drive,Whitehorse,YT,Y1A,Canada,699.96,4/28/2023,Feedfish,Entertainment,orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio,Cash Advance,CAD,1.1104,1059.75,7/6/2023,Approved,rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet,Thoughtbridge,dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus,Margette Fochs,mfochse0@time.com,497-570-7272,277 Boyd Point,Kastsyukowka,,
506,201750586629351,Mastercard,7/31/2028,325,Brooke Cathery,423 Summit Circle,Tuti,,,Peru,2436.24,12/1/2030,Skimia,Travel,nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam tristique tortor eu,Cash Advance,PEN,1.3914,5066.02,9/29/2025,Pending,amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor,Photolist,nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus,Andy LeEstut,aleestute1@archive.org,457-805-4058,691 Sutherland Avenue,Lapu-Lapu City,,6015
507,5602252371718659,Visa,9/11/2025,373,Genevra Lowdham,4 Village Green Crossing,Camacha,31,9135-054,Portugal,7368.84,3/29/2027,Meemm,Entertainment,vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo,Purchase,EUR,1.7375,640.65,8/28/2023,Pending,id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae,JumpXS,tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim,Davidde Folke,dfolkee2@ox.ac.uk,830-798-1012,6605 1st Drive,Hongqi,,
